20 10 31 20 27 3	383	4	2 	1023	0	1023	40 9	
20 10 31 20 27 8	385	4	2 	1023	0	1023	40 9	
20 10 31 20 27 12	387	4	2 	1023	0	1023	40 9	
20 10 31 20 27 17	389	4	2 	1023	0	1023	40 9	
20 10 31 20 27 21	391	4	2 	1023	0	1023	40 10	
20 10 31 20 27 26	393	4	2 	1023	0	1023	40 10	
20 10 31 20 27 30	395	4	2 	1023	0	1023	40 10	
20 10 31 20 27 35	397	4	2 	1023	0	1023	40 10	
20 10 31 20 27 39	399	4	2 	1023	0	1023	40 10	
20 10 31 20 27 43	401	4	2 	1023	0	1023	40 10	
20 10 31 20 27 48	403	4	2 	1023	0	1023	40 10	
20 10 31 20 27 52	405	4	2 	1023	0	1023	40 10	
20 10 31 20 27 57	407	4	2 	1023	0	1023	40 11	
20 10 31 20 28 1	409	5	2 	1023	0	1023	40 11	
20 10 31 20 28 6	411	5	2 	1023	0	1023	40 11	
20 10 31 20 28 10	413	5	2 	1023	0	1023	40 11	
20 10 31 20 28 15	415	5	2 	1023	0	1023	40 11	
20 10 31 20 28 19	417	5	2 	1023	0	1023	40 11	
20 10 31 20 28 24	419	5	2 	1023	0	1023	40 11	
20 10 31 20 28 28	421	5	2 	1023	0	1023	40 11	
20 10 31 20 28 33	423	5	2 	1023	0	1023	40 11	
20 10 31 20 28 37	425	5	2 	1023	0	1023	40 12	
20 10 31 20 28 42	427	5	2 	1023	0	1023	40 12	
20 10 31 20 28 46	429	5	2 	1023	0	1023	40 12	
20 10 31 20 28 51	431	5	2 	1023	0	1023	40 12	
20 10 31 20 28 55	433	5	2 	1023	0	1023	40 12	
20 10 31 20 29 0	435	6	2 	1023	0	1023	40 12	
20 10 31 20 29 4	437	6	2 	1023	0	1023	40 12	
20 10 31 20 29 9	439	6	2 	1023	0	1023	40 12	
20 10 31 20 29 13	441	6	2 	1023	0	1023	40 13	
20 10 31 20 29 18	443	6	2 	1023	0	1023	40 13	
20 10 31 20 29 22	445	6	2 	1023	0	1023	40 13	
20 10 31 20 29 26	447	6	2 	1023	0	1023	40 13	
20 10 31 20 29 31	449	6	2 	1023	0	1023	40 13	
20 10 31 20 29 35	451	6	2 	1023	0	1023	40 13	
20 10 31 20 29 40	453	6	2 	1023	0	1023	40 13	
20 10 31 20 29 44	455	6	2 	1023	0	1023	40 13	
20 10 31 20 29 49	457	6	2 	1023	0	1023	40 13	
20 10 31 20 29 53	459	6	2 	1023	0	1023	40 13	
20 10 31 20 29 58	461	6	2 	1023	0	1023	40 14	
20 10 31 20 30 9	463	1	3 	1023	0	1023	40 14	
20 10 31 20 30 14	465	1	3 	1023	0	1023	40 13	
20 10 31 20 30 18	467	1	3 	1023	0	1023	40 14	
20 10 31 20 30 23	469	1	3 	1023	0	1023	40 14	
20 10 31 20 30 27	471	1	3 	1023	0	1023	40 14	
20 10 31 20 30 32	473	1	3 	1023	0	1023	40 14	
20 10 31 20 30 36	475	1	3 	1023	0	1023	40 14	
20 10 31 20 30 41	477	1	3 	1023	0	1023	40 14	
20 10 31 20 30 45	479	1	3 	1023	0	1023	40 14	
20 10 31 20 30 50	481	1	3 	1023	0	1023	40 14	
20 10 31 20 30 54	483	1	3 	1023	0	1023	40 14	
20 10 31 20 30 59	485	1	3 	1023	0	1023	40 14	
20 10 31 20 31 3	487	2	3 	1023	0	1023	40 15	
20 10 31 20 31 8	489	2	3 	1023	0	1023	40 15	
20 10 31 20 31 12	491	2	3 	1023	0	1023	40 14	
20 10 31 20 31 16	493	2	3 	1023	0	1023	40 15	
20 10 31 20 31 21	495	2	3 	1023	0	1023	40 15	
20 10 31 20 31 25	497	2	3 	1023	0	1023	40 15	
20 10 31 20 31 30	499	2	3 	1023	0	1023	40 15	
20 10 31 20 31 34	501	2	3 	1023	0	1023	40 15	
20 10 31 20 31 39	503	2	3 	1023	0	1023	40 15	
20 10 31 20 31 43	505	2	3 	1023	0	1023	40 15	
20 10 31 20 31 48	507	2	3 	1023	0	1023	40 15	
