19 8 0 0 1 0	5	0	0,	999	111	301	16,8	
19 8 0 0 2 0	10	0	0,	999	111	301	16,8	
19 8 0 0 3 0	15	0	0,	999	111	301	16,8	
19 8 0 0 4 0	20	0	0,	999	111	301	16,8	
19 8 0 0 5 0	25	0	0,	999	111	301	16,8	
19 8 0 0 6 0	30	0	0,	999	111	302	16,8	
19 8 0 0 7 0	35	0	0,	999	111	302	16,8	
19 8 0 0 8 0	40	0	0,	999	111	302	16,8	
19 8 0 0 9 0	45	0	0,	999	111	302	16,8	
19 8 0 0 10 0	50	0	0,	999	111	302	16,8	
19 8 0 0 11 0	55	0	0,	999	111	302	16,8	
19 8 0 0 12 0	60	0	0,	999	111	303	16,8	
19 8 0 0 13 0	65	0	0,	999	111	303	16,8	
19 8 0 0 14 0	70	0	0,	999	111	303	16,8	
19 8 0 0 15 0	75	0	0,	999	111	303	16,8	
19 8 0 0 16 0	80	0	0,	999	111	303	16,8	
19 8 0 0 17 0	85	0	0,	999	111	303	16,8	
19 8 0 0 18 0	90	0	0,	999	111	304	16,8	
19 8 0 0 19 0	95	0	0,	999	111	304	16,8	
19 8 0 0 20 0	100	0	0,	999	111	304	16,8	
19 8 0 0 21 0	105	0	0,	999	111	304	16,8	
19 8 0 0 22 0	110	0	0,	999	111	304	16,8	
19 8 0 0 23 0	115	0	0,	999	111	304	16,8	
19 8 0 0 24 0	120	0	0,	999	111	305	16,8	
19 8 0 0 25 0	125	0	0,	999	111	305	16,8	
19 8 0 0 26 0	130	0	0,	999	111	305	16,8	
19 8 0 0 27 0	135	0	0,	999	111	305	16,8	
19 8 0 0 28 0	140	0	0,	999	111	305	16,8	
19 8 0 0 29 0	145	0	0,	999	111	305	16,8	
19 8 0 0 30 0	150	0	0,	999	111	306	16,8	
19 8 0 0 31 0	155	0	0,	999	111	306	16,8	
19 8 0 0 32 0	160	0	0,	999	111	306	16,8	
19 8 0 0 33 0	165	0	0,	999	111	306	16,8	
19 8 0 0 34 0	170	0	0,	999	111	306	16,8	
19 8 0 0 35 0	175	0	0,	999	111	306	16,8	
19 8 0 0 36 0	180	0	0,	999	111	307	16,8	
19 8 0 0 37 0	185	0	0,	999	111	307	16,8	
19 8 0 0 38 0	190	0	0,	999	111	307	16,8	
19 8 0 0 39 0	195	0	0,	999	111	307	16,8	
19 8 0 0 40 0	200	0	0,	999	111	307	16,8	
19 8 0 0 41 0	205	0	0,	999	111	307	16,8	
19 8 0 0 42 0	210	0	0,	999	111	308	16,8	
19 8 0 0 43 0	215	0	0,	999	111	308	16,8	
19 8 0 0 44 0	220	0	0,	999	111	308	16,8	
19 8 0 0 45 0	225	0	0,	999	111	308	16,8	
19 8 0 0 46 0	230	0	0,	999	111	308	16,8	
19 8 0 0 47 0	235	0	0,	999	111	308	16,8	
19 8 0 0 48 0	240	0	0,	999	111	309	16,8	
19 8 0 0 49 0	245	0	0,	999	111	309	16,8	
19 8 0 0 50 0	250	0	0,	999	111	309	16,8	
19 8 0 0 51 0	255	0	0,	999	111	309	16,8	
19 8 0 0 52 0	260	0	0,	999	111	309	16,8	
19 8 0 0 53 0	265	0	0,	999	111	309	16,8	
19 8 0 0 54 0	270	0	0,	999	111	310	16,8	
19 8 0 0 55 0	275	0	0,	999	111	310	16,8	
19 8 0 0 56 0	280	0	0,	999	111	310	16,8	
19 8 0 0 57 0	285	0	0,	999	111	310	16,8	
19 8 0 0 58 0	290	0	0,	999	111	310	16,8	
19 8 0 0 59 0	295	0	0,	999	111	310	16,8	
19 8 0 1 0 0	300	0	0,	999	111	311	16,8	
19 8 0 1 1 0	305	0	0,	999	111	311	16,8	
19 8 0 1 2 0	310	0	0,	999	111	311	16,8	
19 8 0 1 3 0	315	0	0,	999	111	311	16,8	
19 8 0 1 4 0	320	0	0,	999	111	311	16,8	
19 8 0 1 5 0	325	0	0,	999	111	311	16,8	
19 8 0 1 6 0	330	0	0,	999	111	312	16,8	
19 8 0 1 7 0	335	0	0,	999	111	312	16,8	
19 8 0 1 8 0	340	0	0,	999	111	312	16,8	
19 8 0 1 9 0	345	0	0,	999	111	312	16,8	
19 8 0 1 10 0	350	0	0,	999	111	312	16,8	
19 8 0 1 11 0	355	0	0,	999	111	312	16,8	
19 8 0 1 12 0	360	0	0,	999	111	313	16,8	
19 8 0 1 13 0	365	0	0,	999	111	313	16,8	
19 8 0 1 14 0	370	0	0,	999	111	313	16,8	
19 8 0 1 15 0	375	0	0,	999	111	313	16,8	
19 8 0 1 16 0	380	0	0,	999	111	313	16,8	
19 8 0 1 17 0	385	0	0,	999	111	313	16,8	
19 8 0 1 18 0	390	0	0,	999	111	314	16,8	
19 8 0 1 19 0	395	0	0,	999	111	314	16,8	
19 8 0 1 20 0	400	0	0,	999	111	314	16,8	
19 8 0 1 21 0	405	0	0,	999	111	314	16,8	
19 8 0 1 22 0	410	0	0,	999	111	314	16,8	
19 8 0 1 23 0	415	0	0,	999	111	314	16,8	
19 8 0 1 24 0	420	0	0,	999	111	315	16,8	
19 8 0 1 25 0	425	0	0,	999	111	315	16,8	
19 8 0 1 26 0	430	0	0,	999	111	315	16,8	
19 8 0 1 27 0	435	0	0,	999	111	315	16,8	
19 8 0 1 28 0	440	0	0,	999	111	315	16,8	
19 8 0 1 29 0	445	0	0,	999	111	315	16,8	
19 8 0 1 30 0	450	0	0,	999	111	316	16,8	
19 8 0 1 31 0	455	0	0,	999	111	316	16,8	
19 8 0 1 32 0	460	0	0,	999	111	316	16,8	
19 8 0 1 33 0	465	0	0,	999	111	316	16,8	
19 8 0 1 34 0	470	0	0,	999	111	316	16,8	
19 8 0 1 35 0	475	0	0,	999	111	316	16,8	
19 8 0 1 36 0	480	0	0,	999	111	317	16,8	
19 8 0 1 37 0	485	0	0,	999	111	317	16,8	
19 8 0 1 38 0	490	0	0,	999	111	317	16,8	
19 8 0 1 39 0	495	0	0,	999	111	317	16,8	
19 8 0 1 40 0	500	0	0,	999	111	317	16,8	
19 8 0 1 41 0	505	0	0,	999	111	317	16,8	
19 8 0 1 42 0	510	0	0,	999	111	318	16,8	
19 8 0 1 43 0	515	0	0,	999	111	318	16,8	
19 8 0 1 44 0	520	0	0,	999	111	318	16,8	
19 8 0 1 45 0	525	0	0,	999	111	318	16,8	
19 8 0 1 46 0	530	0	0,	999	111	318	16,8	
19 8 0 1 47 0	535	0	0,	999	111	318	16,8	
19 8 0 1 48 0	540	0	0,	999	111	319	16,8	
19 8 0 1 49 0	545	0	0,	999	111	319	16,8	
19 8 0 1 50 0	550	0	0,	999	111	319	16,8	
19 8 0 1 51 0	555	0	0,	999	111	319	16,8	
19 8 0 1 52 0	560	0	0,	999	111	319	16,8	
19 8 0 1 53 0	565	0	0,	999	111	319	16,8	
19 8 0 1 54 0	570	0	0,	999	111	320	16,8	
19 8 0 1 55 0	575	0	0,	999	111	320	16,8	
19 8 0 1 56 0	580	0	0,	999	111	320	16,8	
19 8 0 1 57 0	585	0	0,	999	111	320	16,8	
19 8 0 1 58 0	590	0	0,	999	111	320	16,8	
19 8 0 1 59 0	595	0	0,	999	111	320	16,8	
19 8 0 2 0 0	600	0	0,	999	111	321	16,8	
19 8 0 2 1 0	605	0	0,	999	111	321	16,8	
19 8 0 2 2 0	610	0	0,	999	111	321	16,8	
19 8 0 2 3 0	615	0	0,	999	111	321	16,8	
19 8 0 2 4 0	620	0	0,	999	111	321	16,8	
19 8 0 2 5 0	625	0	0,	999	111	321	16,8	
19 8 0 2 6 0	630	0	0,	999	111	322	16,8	
19 8 0 2 7 0	635	0	0,	999	111	322	16,8	
19 8 0 2 8 0	640	0	0,	999	111	322	16,8	
19 8 0 2 9 0	645	0	0,	999	111	322	16,8	
19 8 0 2 10 0	650	0	0,	999	111	322	16,8	
19 8 0 2 11 0	655	0	0,	999	111	322	16,8	
19 8 0 2 12 0	660	0	0,	999	111	323	16,8	
19 8 0 2 13 0	665	0	0,	999	111	323	16,8	
